Benny Goodman;cl;Swing;1937;284.8
David Murray;ts;Postbop;1990;63.3
Kenny Dorham;tp;Hardbop;1954;121.3
Benny Carter;as;Swing;1986;127.2
Michael Brecker;ts;Postbop;1987;243.8
Benny Carter;as;Swing;1986;124.0
Don Byas;ts;Swing;1945;98.9
Clifford Brown;tp;Hardbop;1954;163.9
Woody Shaw;tp;Postbop;1987;251.1
Ben Webster;ts;Swing;1962;118.3
Ornette Coleman;as;Free;1959;235.8
Wayne Shorter;ts;Postbop;1964;51.3
Roy Eldridge;tp;Swing;1950;243.3
Benny Goodman;cl;Swing;1936;268.5
Steve Coleman;as;Postbop;1988;239.8
Stan Getz;ts;Cool;1957;66.9
Steve Lacy;ss;Hardbop;1957;166.4
Stan Getz;ts;Cool;1964;64.3
Coleman Hawkins;ts;Swing;1950;177.5
Joe Lovano;ss;Postbop;1991;209.6
Ornette Coleman;as;Free;1959;126.2
Sonny Rollins;ts;Hardbop;1956;134.9
Louis Armstrong;cor;Traditional;1926;193.0
Ben Webster;ts;Swing;1956;74.1
Joe Lovano;ss;Postbop;1991;209.6
Michael Brecker;ts;Postbop;1990;321.1
Lee Konitz;as;Cool;1949;173.5
Coleman Hawkins;ts;Swing;1950;177.5
Chet Baker;tp;Cool;1955;157.5
Roy Eldridge;tp;Swing;1944;361.8
Bob Berg;ts;Postbop;1993;250.7
Benny Carter;as;Swing;1986;127.2
Steve Coleman;as;Postbop;1988;239.8
Roy Eldridge;tp;Swing;1950;149.8
Coleman Hawkins;ts;Swing;1949;67.4
