Joshua Redman;ts;Postbop;1994;53.2
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Joshua Redman;ts;Postbop;1994;53.2
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
Louis Armstrong;cor;Traditional;1926;193.0
David Murray;ts;Postbop;1990;53.3
Joe Lovano;ss;Postbop;1991;209.6
Joe Lovano;ss;Postbop;1991;209.6
Louis Armstrong;cor;Traditional;1926;193.0
David Liebman;ts;Postbop;1996;151.0
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
David Liebman;ts;Postbop;1996;151.0
David Liebman;ts;Postbop;1996;151.0
Michael Brecker;ts;Postbop;1990;321.1
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
