Joe Henderson;ts;Postbop;1964;157.5
Bob Berg;ts;Postbop;1993;250.7
Coleman Hawkins;ts;Swing;1950;132.1
Steve Coleman;as;Postbop;1989;97.7
Roy Eldridge;tp;Swing;1950;243.3
Kenny Dorham;tp;Hardbop;1954;121.3
Don Byas;ts;Swing;1952;116.0
Ornette Coleman;as;Free;1959;200.5
Joshua Redman;ts;Postbop;1993;84.1
Miles Davis;tp;Postbop;1964;138.7
Benny Goodman;cl;Swing;1937;303.5
Joe Lovano;ts-c;Postbop;1994;107.0
Cannonball Adderley;as;Hardbop;1959;175.1
Clifford Brown;tp;Hardbop;1954;139.7
Benny Carter;as;Swing;1952;185.4
Charlie Parker;as;Bebop;1945;226.3
Chet Baker;tp;Cool;1975;225.7
Louis Armstrong;cor;Traditional;1925;146.4
Steve Coleman;as;Postbop;1988;239.8
Joshua Redman;ts;Postbop;1994;53.2
Kenny Dorham;tp;Postbop;1964;154.6
Dizzy Gillespie;tp;Bebop;1945;290.5
Michael Brecker;ts;Postbop;1996;125.6
Benny Goodman;cl;Swing;1936;310.1
David Murray;ts;Postbop;1983;66.0
Cannonball Adderley;as;Hardbop;1959;175.1
David Murray;ts;Postbop;1983;66.1
Wayne Shorter;ts;Postbop;1964;51.3
Michael Brecker;ts;Postbop;1987;243.8
Benny Goodman;cl;Swing;1936;268.5
Joe Lovano;ts-c;Postbop;1994;107.0
Benny Goodman;cl;Swing;1937;284.8
Kenny Dorham;tp;Postbop;1964;154.6
Joe Henderson;ts;Postbop;1964;157.5
Michael Brecker;ts;Postbop;1987;243.8
