Stan Getz;ts;Cool;1964;64.3
Cannonball Adderley;as;Hardbop;1959;175.1
Freddie Hubbard;tp;Postbop;1964;143.2
Steve Coleman;as;Postbop;1988;239.8
Paul Desmond;as;Cool;1964;191.2
Freddie Hubbard;tp;Postbop;1964;143.2
Woody Shaw;tp;Postbop;1987;251.1
Woody Shaw;cor;Postbop;1978;173.1
David Liebman;ts;Postbop;1996;151.0
Steve Coleman;as;Postbop;1988;239.8
Miles Davis;tp;Postbop;1959;138.6
Benny Carter;as;Swing;1986;91.8
David Murray;ts;Postbop;1983;66.1
Art Pepper;cl;Cool;1979;167.7
Steve Coleman;as;Postbop;1989;97.7
Michael Brecker;ts;Postbop;1987;243.8
Steve Coleman;as;Postbop;1988;239.8
Dizzy Gillespie;tp;Bebop;1945;171.1
Ben Webster;ts;Swing;1956;82.0
Joe Lovano;ts;Postbop;1991;63.2
Lester Young;ts;Swing;1939;250.2
Stan Getz;ts;Cool;1957;288.1
Benny Carter;as;Swing;1986;124.0
Lester Young;ts;Swing;1944;245.0
Kenny Dorham;tp;Postbop;1964;294.2
Miles Davis;tp;Hardbop;1956;270.9
John Coltrane;ts;Postbop;1963;279.5
Roy Eldridge;tp;Swing;1950;243.3
Sonny Rollins;ts;Hardbop;1956;176.2
Steve Lacy;ss;Hardbop;1961;132.2
Cannonball Adderley;as;Hardbop;1959;142.6
Wayne Shorter;ts;Postbop;1965;126.4
David Liebman;ts;Postbop;1996;151.0
Benny Carter;as;Swing;1986;127.2
Charlie Parker;as;Bebop;1945;226.3
