David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
Benny Goodman;cl;Swing;1937;284.8
Joshua Redman;ts;Postbop;1994;53.2
Joe Lovano;ss;Postbop;1991;209.6
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
Paul Desmond;as;Cool;1959;116.0
J.J. Johnson;tb;Bebop;1957;125.5
Ornette Coleman;as;Free;1959;200.5
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
