Louis Armstrong;cor;Traditional;1926;183.1
Joshua Redman;ts;Postbop;1992;145.2
Steve Lacy;ss;Hardbop;1958;85.5
Benny Goodman;cl;Swing;1937;303.5
Bob Berg;ts;Postbop;1993;250.7
Steve Coleman;as;Postbop;1989;97.7
Michael Brecker;ts;Postbop;1990;321.1
Roy Eldridge;tp;Swing;1943;230.7
Lester Young;ts;Swing;1942;78.6
Coleman Hawkins;ts;Swing;1949;67.4
Benny Carter;as;Swing;1952;185.4
Roy Eldridge;tp;Swing;1950;243.3
J.J. Johnson;tb;Bebop;1957;234.7
John Coltrane;ts;Hardbop;1959;344.0
Clifford Brown;tp;Hardbop;1954;163.9
Kenny Dorham;tp;Postbop;1964;154.6
Benny Carter;as;Swing;1952;185.4
Roy Eldridge;tp;Swing;1943;230.7
Dexter Gordon;ts;Bebop;1961;113.6
Coleman Hawkins;ts;Swing;1949;67.4
Coleman Hawkins;ts;Swing;1950;132.1
Joshua Redman;ts;Postbop;1996;181.2
Miles Davis;tp;Hardbop;1956;270.9
Louis Armstrong;cor;Traditional;1926;183.1
Benny Carter;as;Swing;1952;185.4
Joe Lovano;ts;Postbop;1991;63.2
J.J. Johnson;tb;Bebop;1957;125.5
Ornette Coleman;as;Free;1959;200.5
Woody Shaw;tp;Postbop;1987;251.1
Kenny Dorham;tp;Hardbop;1954;121.3
Michael Brecker;ts;Postbop;1996;125.6
Joe Lovano;ts;Postbop;1994;200.8
Ben Webster;ts;Swing;1956;181.8
Wayne Shorter;ts;Postbop;1964;284.6
J.J. Johnson;tb;Bebop;1957;125.5
