Coleman Hawkins;ts;Swing;1950;177.5
Roy Eldridge;tp;Swing;1950;149.8
Benny Carter;as;Swing;1986;127.2
Joshua Redman;ts;Postbop;1994;53.2
Don Byas;ts;Swing;1952;116.0
Wayne Shorter;ts;Postbop;1965;126.4
Freddie Hubbard;tp;Postbop;1965;127.4
Roy Eldridge;tp;Swing;1950;243.3
Michael Brecker;ts;Postbop;1996;125.6
David Liebman;ss;Postbop;1988;258.8
Lee Konitz;as;Cool;1949;173.5
Freddie Hubbard;tp;Postbop;1965;127.4
Don Byas;ts;Swing;1945;99.0
Joshua Redman;ts;Postbop;1992;145.2
Paul Desmond;as;Cool;1963;199.9
Ornette Coleman;as;Free;1959;126.2
Wayne Shorter;ts;Postbop;1965;126.4
Joe Lovano;ts;Postbop;1991;63.2
Clifford Brown;tp;Hardbop;1954;139.7
Ben Webster;ts;Swing;1962;118.3
Clifford Brown;tp;Hardbop;1954;139.7
Cannonball Adderley;as;Hardbop;1961;194.3
Don Byas;ts;Swing;1952;116.0
Charlie Parker;as;Bebop;1946;210.5
Benny Carter;as;Swing;1986;127.2
Benny Carter;as;Swing;1986;127.2
Michael Brecker;ts;Postbop;1990;48.6
Lee Konitz;as;Cool;1949;173.5
Bob Berg;ts;Postbop;1993;160.6
Benny Goodman;cl;Swing;1937;303.5
Woody Shaw;tp;Postbop;1987;60.2
David Murray;ts;Postbop;1983;66.0
David Liebman;ss;Postbop;1988;258.8
David Liebman;ss;Postbop;1988;258.8
Joshua Redman;ts;Postbop;1994;53.2
