Coleman Hawkins;ts;Swing;1954;250.0
Don Byas;ts;Swing;1945;98.9
Chet Baker;tp;Cool;1975;201.7
Don Byas;ts;Swing;1952;116.0
Chet Baker;tp;Cool;1975;201.7
Clifford Brown;tp;Hardbop;1954;163.9
Joe Lovano;ss;Postbop;1991;209.6
Don Byas;ts;Swing;1947;98.9
Benny Carter;as;Swing;1986;127.2
Bob Berg;ts;Postbop;1993;160.6
Michael Brecker;ts;Postbop;1996;125.6
Michael Brecker;ts;Postbop;1990;321.1
Art Pepper;cl;Cool;1979;167.7
J.J. Johnson;tb;Bebop;1957;234.7
Kenny Dorham;tp;Hardbop;1954;121.3
Art Pepper;as;Cool;1979;140.6
Benny Carter;as;Swing;1986;127.2
Stan Getz;ts;Cool;1963;131.6
Cannonball Adderley;as;Hardbop;1961;194.3
Joe Henderson;ts;Postbop;1991;248.4
Joe Lovano;ts;Postbop;1994;200.8
Wayne Shorter;ts;Postbop;1965;126.4
Freddie Hubbard;tp;Postbop;1961;113.9
Charlie Parker;as;Bebop;1946;220.3
Joe Lovano;ts-c;Postbop;1994;107.0
Ornette Coleman;as;Free;1959;126.2
Art Pepper;cl;Cool;1979;167.7
Wayne Shorter;ts;Postbop;1964;51.3
Woody Shaw;tp;Postbop;1987;60.2
Michael Brecker;ts;Postbop;1990;48.6
Louis Armstrong;cor;Traditional;1925;146.4
Michael Brecker;ts;Postbop;1996;125.6
Lester Young;ts;Swing;1944;245.0
Dexter Gordon;ts;Bebop;1969;180.9
Michael Brecker;ts;Postbop;1996;125.6
