Bob Berg;ts;Postbop;1993;131.8
Bob Berg;ts;Postbop;1993;131.8
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
Michael Brecker;ts;Postbop;1990;321.1
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Michael Brecker;ts;Postbop;1990;48.6
Michael Brecker;ts;Postbop;1990;321.1
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
Joshua Redman;ts;Postbop;1994;53.2
Michael Brecker;ts;Postbop;1990;321.1
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
John Coltrane;ts;Postbop;1963;279.5
Michael Brecker;ts;Postbop;1990;321.1
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
Michael Brecker;ts;Postbop;1990;321.1
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
