Joshua Redman;ts;Postbop;1994;53.2
John Coltrane;ts;Hardbop;1959;344.0
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Hardbop;1959;344.0
David Liebman;ts;Postbop;1996;151.0
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
Michael Brecker;ts;Postbop;1990;321.1
John Coltrane;ts;Hardbop;1959;344.0
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Hardbop;1959;344.0
Ornette Coleman;as;Free;1959;200.5
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Hardbop;1959;344.0
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
Benny Goodman;cl;Swing;1937;284.8
John Coltrane;ts;Hardbop;1959;344.0
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
Benny Goodman;cl;Swing;1937;284.8
John Coltrane;ts;Hardbop;1959;344.0
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Hardbop;1959;344.0
John Coltrane;ts;Hardbop;1959;344.0
Ornette Coleman;as;Free;1959;200.5
J.J. Johnson;tb;Bebop;1957;125.5
