Charlie Parker;as;Bebop;1947;197.3
Charlie Parker;as;Bebop;1947;197.3
David Liebman;ts;Postbop;1996;151.0
David Liebman;ts;Postbop;1996;151.0
Joe Lovano;ss;Postbop;1991;209.6
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Michael Brecker;ts;Postbop;1990;321.1
Bob Berg;ts;Postbop;1993;131.8
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
Joe Lovano;ss;Postbop;1991;209.6
David Liebman;ts;Postbop;1996;151.0
Michael Brecker;ts;Postbop;1990;321.1
David Murray;ts;Postbop;1990;53.3
David Liebman;ts;Postbop;1996;151.0
Paul Desmond;as;Cool;1959;116.0
J.J. Johnson;tb;Bebop;1957;125.5
Benny Goodman;cl;Swing;1937;284.8
David Liebman;ts;Postbop;1996;151.0
David Liebman;ts;Postbop;1996;151.0
David Murray;ts;Postbop;1990;53.3
Michael Brecker;ts;Postbop;1990;321.1
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Joshua Redman;ts;Postbop;1994;53.2
David Murray;ts;Postbop;1990;53.3
