Paul Desmond;as;Cool;1963;199.9
Benny Carter;as;Swing;1986;124.0
Lester Young;ts;Swing;1939;250.2
Joe Lovano;ts-c;Postbop;1994;107.0
Miles Davis;tp;Hardbop;1956;270.9
Michael Brecker;ts;Postbop;1996;125.6
Cannonball Adderley;as;Hardbop;1960;156.5
John Coltrane;ts;Hardbop;1957;140.8
Don Byas;ts;Swing;1947;98.9
Ben Webster;ts;Swing;1962;118.3
Paul Desmond;as;Cool;1964;191.2
Joe Henderson;ts;Postbop;1964;160.3
Miles Davis;tp;Hardbop;1956;270.9
Sonny Rollins;ts;Hardbop;1956;176.2
Roy Eldridge;tp;Swing;1943;230.7
Louis Armstrong;cor;Traditional;1926;183.1
Joshua Redman;ts;Postbop;1993;84.1
Miles Davis;tp;Hardbop;1956;115.7
Steve Coleman;ts;Postbop;1989;104.1
Wayne Shorter;ts;Postbop;1964;51.3
Clifford Brown;tp;Hardbop;1955;140.1
Steve Coleman;ts;Postbop;1989;104.1
Miles Davis;tp;Postbop;1964;138.7
Clifford Brown;tp;Hardbop;1954;139.7
Coleman Hawkins;ts;Swing;1950;132.1
Michael Brecker;ts;Postbop;1987;243.8
Don Byas;ts;Swing;1947;98.9
Steve Coleman;ts;Postbop;1989;104.1
Lee Konitz;as;Cool;1949;256.4
Louis Armstrong;cor;Traditional;1926;193.0
Chet Baker;tp;Cool;1955;178.1
Don Byas;ts;Swing;1952;116.0
Art Pepper;as;Cool;1979;60.9
Miles Davis;tp;Hardbop;1956;270.9
John Coltrane;ts;Hardbop;1957;140.8
