Wayne Shorter;ts;Postbop;1964;51.3
Joe Henderson;ts;Postbop;1991;219.9
David Murray;ts;Postbop;1990;53.3
Wayne Shorter;ts;Postbop;1964;51.3
Joe Henderson;ts;Postbop;1991;219.9
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
Paul Desmond;as;Cool;1959;116.0
Joe Henderson;ts;Postbop;1991;219.9
Paul Desmond;as;Cool;1959;116.0
Wayne Shorter;ts;Postbop;1964;51.3
David Murray;ts;Postbop;1990;53.3
Wayne Shorter;ts;Postbop;1964;51.3
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;63.3
David Liebman;ts;Postbop;1996;151.0
Paul Desmond;as;Cool;1959;116.0
Joe Henderson;ts;Postbop;1991;219.9
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
Wayne Shorter;ts;Postbop;1964;51.3
Joe Henderson;ts;Postbop;1991;219.9
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
Joe Lovano;ss;Postbop;1991;209.6
Don Byas;ts;Swing;1947;98.9
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
Joe Henderson;ts;Postbop;1991;219.9
Joe Henderson;ts;Postbop;1991;219.9
Joe Henderson;ts;Postbop;1991;219.9
David Murray;ts;Postbop;1990;53.3
David Murray;ts;Postbop;1990;53.3
Don Byas;ts;Swing;1947;98.9
Paul Desmond;as;Cool;1959;116.0
