David Murray;ts;Postbop;1990;53.3
David Liebman;ss;Postbop;1988;260.8
Paul Desmond;as;Cool;1959;116.0
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
J.J. Johnson;tb;Bebop;1957;125.5
Benny Goodman;cl;Swing;1937;284.8
John Coltrane;ts;Hardbop;1959;344.0
Michael Brecker;ts;Postbop;1990;321.1
Bob Berg;ts;Postbop;1993;131.8
David Murray;ts;Postbop;1990;53.3
J.J. Johnson;tb;Bebop;1957;125.5
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Hardbop;1959;344.0
Paul Desmond;as;Cool;1959;116.0
Benny Goodman;cl;Swing;1937;284.8
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
J.J. Johnson;tb;Bebop;1957;125.5
John Coltrane;ts;Postbop;1963;279.5
David Murray;ts;Postbop;1990;53.3
John Coltrane;ts;Hardbop;1959;344.0
John Coltrane;ts;Postbop;1963;279.5
John Coltrane;ts;Postbop;1963;279.5
David Liebman;ss;Postbop;1988;260.8
John Coltrane;ts;Hardbop;1959;344.0
Paul Desmond;as;Cool;1959;116.0
Bob Berg;ts;Postbop;1993;131.8
Joe Lovano;ss;Postbop;1991;209.6
David Murray;ts;Postbop;1990;53.3
Paul Desmond;as;Cool;1959;116.0
David Murray;ts;Postbop;1990;53.3
