Freddie Hubbard;tp;Hardbop;1961;145.8
Charlie Parker;as;Bebop;1947;197.3
Steve Lacy;ss;Hardbop;1958;85.5
Woody Shaw;tp;Postbop;1987;60.2
Benny Carter;as;Swing;1986;91.8
Benny Goodman;cl;Swing;1937;284.8
Woody Shaw;tp;Postbop;1977;171.7
Clifford Brown;tp;Hardbop;1955;140.1
Wayne Shorter;ts;Postbop;1965;126.4
John Coltrane;ts;Hardbop;1959;290.3
Benny Goodman;cl;Swing;1937;303.5
Benny Carter;as;Swing;1952;185.4
Dizzy Gillespie;tp;Bebop;1945;182.3
Cannonball Adderley;as;Hardbop;1960;156.5
Lee Konitz;as;Cool;1949;256.4
Joe Henderson;ts;Postbop;1991;219.9
Joe Lovano;ts-c;Postbop;1994;107.0
Charlie Parker;as;Bebop;1946;210.5
Charlie Parker;as;Bebop;1946;220.3
Kenny Dorham;tp;Postbop;1964;154.6
Joe Lovano;ts;Postbop;1994;200.8
Joe Lovano;ss;Postbop;1991;209.6
Kenny Dorham;tp;Hardbop;1954;121.3
Clifford Brown;tp;Hardbop;1954;139.7
Chet Baker;tp;Cool;1975;201.7
Chet Baker;tp;Cool;1975;201.7
Miles Davis;tp;Postbop;1959;138.6
Roy Eldridge;tp;Swing;1944;361.8
Lee Konitz;as;Cool;1954;210.8
Michael Brecker;ts;Postbop;1996;125.6
Bob Berg;ts;Postbop;1979;127.2
Joe Henderson;ts;Postbop;1991;219.9
John Coltrane;ts;Hardbop;1959;290.3
Dizzy Gillespie;tp;Bebop;1945;171.1
Coleman Hawkins;ts;Swing;1950;132.1
