33,156,0.5772257385738302,0.8304839531568866,13,1,0.47730210301244624,0.10822237046940592
33,101,0.4882963801420058,0.8298684617930612,5,5,0.17293605183312655,0.06530882822533991
35,51,0.6020289792420381,0.9074688472775739,6,12,0.3710963555816059,0.027820183113865537
34,36,0.5486435868477353,0.6439601466701129,7,12,0.5910661609602293,0.06356161823064521
35,81,0.8773628290088931,0.3917194691982422,11,7,0.2584603238996873,0.04444201857054492
34,115,0.7200924388761303,0.4569916640599283,8,2,0.2908372304900555,0.0021566000560663545
35,92,0.590931275803263,0.46219378910485054,8,3,0.5489342693143031,0.1122901391825533
35,161,0.768006458789151,0.9360973462781347,11,7,0.3375752944126563,0.06420027546451006
34,198,0.5365079274693833,0.8998368897135804,8,4,0.6987898580059512,0.1284382674860373
33,65,0.5658425801672187,0.2961649386539571,5,12,0.586710248875399,0.047387716381269214
33,54,0.765344366637227,0.4603994449149431,14,1,0.5926679206309897,0.06951890654521742
35,159,0.5236886433954491,0.4993511013235805,12,8,0.6396284012365633,0.14457778223523843
34,14,0.42273181169681806,0.9273518950502989,2,1,0.31131094398169534,0.11736902505450628
35,173,0.6131612235453485,0.302783391669903,4,6,0.5652150936037119,0.11961249835633789
32,27,0.7301190854041626,0.7467155172257967,10,7,0.4802077281549887,0.029599825941026402
32,65,0.7053184747505922,0.886882275920544,6,2,0.3330693540073666,0.0924553069046059
33,38,0.891757698224813,0.7468751563371494,1,10,0.293859090746475,0.035214895081188476
34,50,0.7840974863396033,0.8401140279553938,1,11,0.2695349705648048,0.035690319702063156
34,180,0.39742409908138604,0.35128221044353325,6,12,0.2705689638806752,0.14666809092092356
34,72,0.5389271583079192,0.031102244427140952,5,13,0.2862401495820386,0.08679879716154561
33,56,0.6610829366255764,0.14098229844757226,9,2,0.3072201624859229,0.11618630226344162
35,151,0.3053512106407819,0.40863602313207303,9,1,0.2597085333375405,0.0259040307469792
35,118,0.7352081133895108,0.28112075205844755,10,3,0.24484590656773547,0.1168494788811689
35,123,0.4640707826995676,0.23463836896684928,6,1,0.6050260564188605,0.08969875534735115
34,63,0.7222236470115294,0.2646416636403597,9,9,0.24738944751286013,0.062397438416287476
35,194,0.5004116754175388,0.7465109477219538,12,6,0.13027668669639905,0.022795285204577593
33,83,0.8894985204228429,0.5071830975915173,6,6,0.6737243761178728,0.059718317273801835
34,115,0.7193320492360958,0.462281011281932,12,13,0.29375452335731944,0.038533701088326634
34,137,0.6366290483731625,0.8610524997451829,11,8,0.40673726068322547,0.13516915788432657
32,131,0.8528837835890759,0.42545258384928775,10,9,0.1586129918975429,0.030140497385018266
34,159,0.48993735884728534,0.45762089998679845,2,9,0.6045362180669142,0.10332368982867908
34,185,0.7768090232490652,0.31135408234215733,11,12,0.2907647313797641,0.0065419410398030176
34,101,0.7906303327959349,0.0808364489272789,10,14,0.3980816330409306,0.021084780210875058
35,83,0.30940338097503983,0.6969749536570116,5,6,0.5627621852546841,0.11999519142980897
34,19,0.6463004991840363,0.7154960605570981,8,4,0.40802321339724956,0.08996622220055499
35,89,0.8056981196155151,0.07022785311119271,7,12,0.23348417290299617,0.13938276423675966
34,94,0.7658923253456833,0.05263429497923536,2,10,0.2673093564045593,0.08570909356352627
35,162,0.3272762813676975,0.6124652027477739,7,13,0.3581709359825176,0.08737582460730725
34,75,0.6888001866599749,0.06229737615614745,4,0,0.6104975037583652,0.033990715289649816
35,190,0.541637750226559,0.8990823347926237,8,4,0.20662109056942135,0.04067503150545106
33,21,0.5723540864798409,0.8372259725424971,11,6,0.5651877350196679,0.11238369010131101
35,165,0.6539260229898809,0.8504890606692684,1,10,0.26594864238392707,0.10813054912711854
35,195,0.6500839401599803,0.6156152824652987,6,11,0.10003203948888358,0.12049315990690117
35,47,0.624354856033206,0.8846830303605999,2,0,0.43049719331052116,0.11431558286598485
33,106,0.4323784271596502,0.7510716563565782,12,14,0.3574539561482596,0.054991109872492415
34,36,0.46724976670940843,0.07759121317255907,6,13,0.41825923158459133,0.05397554369216792
35,183,0.6641367455033192,0.4088227182017272,9,1,0.5540710517674317,0.09226607085814625
34,97,0.8078262734099164,0.9639020649042467,9,5,0.18561765859524704,0.05564499442053542
34,185,0.4949064700759894,0.2441865068954554,14,12,0.6023261048700658,0.059958280678965095
35,182,0.4478516149657039,0.9867930925387373,7,8,0.23225307898348846,0.09893002313323115
34,182,0.8085106363747054,0.3541906094427961,7,7,0.5459890883954909,0.14992516516220955
34,123,0.7602874615048021,0.6357630966729452,14,3,0.4151568644596917,0.05201578182299464
33,67,0.8495597442603611,0.9512591413602142,7,11,0.4828113407145743,0.04793511447140281
34,182,0.323243680263471,0.6333548210546548,9,11,0.30027886239227153,0.05703740723094254
35,58,0.8380492636884731,0.5670155572930546,11,4,0.24982132655856049,0.00031260760756430807
33,43,0.8456179456045334,0.29194990993386494,9,0,0.16901854574872105,0.032769235056225345
35,169,0.36321308937466823,0.4066916807013299,2,3,0.30571237033592474,0.0018202037026799566
